"probe","GSM302859","GSM302864","GSM302866","GSM302870","GSM302872","GSM302882","GSM302896","GSM302900","GSM302924","GSM302927","GSM302933","GSM302943","GSM303364","GSM303366","GSM303368","GSM303520","GSM303522","GSM303523","GSM303525","GSM303531","GSM303533"
"220368_s_at",340.127,151.742,217.177,369.42,211.705,278.822,213.951,321.325,464.541,284.951,264.99,407.116,219.101,297.622,346.384,373.88,337.451,251.615,235.773,288.484,278.737
"220369_at",17.6794,10.3002,12.6059,67.0917,12.8515,9.74142,21.7155,19.2649,9.9724,9.08526,9.19349,11.6051,23.0758,21.7279,49.3261,46.2724,68.1795,17.0603,19.9056,24.3827,14.9702
"220370_s_at",166.64,91.3366,101.112,181.061,62.2386,83.284,48.887,59.5788,84.1171,38.696,119.05,89.5956,156.072,57.7383,117.136,118.262,194.68,87.461,111.748,98.0357,148.325
"220371_s_at",434.978,448.366,290.896,486.328,405.401,277.321,454.259,439.256,270.102,332.489,447.609,544.843,545.035,410.379,445.918,529.43,249.029,426.897,498.387,583.673,577.382
"220372_at",2.66819,44.6902,29.2446,7.78916,64.3462,30.2573,49.27,43.6676,37.8203,57.016,35.5711,34.3401,46.1342,79.2851,34.7428,48.9931,7.5924,52.7336,25.0489,30.3327,41.0998
"220373_at",10.8096,26.9234,12.3893,17.0327,25.8254,10.0064,15.0117,53.8158,14.8165,16.0988,13.7966,9.18981,20.2339,9.79734,14.6705,29.1536,13.5729,29.4695,14.9304,17.8177,10.9306
"220374_at",94.1447,145.731,114.024,192.663,92.813,75.905,109.523,44.9952,29.9756,73.6091,62.6359,47.9572,14.6273,50.8012,8.13592,122.415,141.838,46.7543,56.8235,42.9517,62.5559
"220375_s_at",265.805,311.696,314.073,536.316,362.751,258.31,336.762,250.326,172.631,176.56,159.461,167.859,262.009,297.693,164.636,184.343,302.407,147.437,230.368,275.611,182.577
"220376_at",33.6139,32.6632,21.3017,12.0092,47.4159,15.1513,29.5075,12.0574,27.7038,20.0263,5.40871,23.4454,37.0197,13.978,21.2233,15.6211,27.7417,2.70272,36.9581,4.89557,24.1829
"220377_at",7.66801,6.01213,5.67274,7.5633,7.95008,5.47655,7.03694,10.3611,4.61049,18.0443,130.227,5.55997,233.586,4.92523,29.8768,9.3008,6.7751,9.8186,10.5882,10.0137,9.45001
"220378_at",83.1895,9.86125,80.4363,85.0849,73.2883,92.399,117.535,63.0302,84.7456,72.3037,52.7727,66.914,87.5599,89.9432,79.3069,77.3789,64.6664,40.9199,27.5408,105.693,91.2107
"220379_at",239.832,241.55,163.156,252.9,205.168,140.678,192.883,118.799,102.775,193.219,127.825,100.201,281.223,168.974,208.932,221.838,328.292,89.515,164.488,112.035,142.401
"220380_at",56.5699,81.3862,45.357,18.7674,15.4957,54.0392,21.9806,14.805,171.4,44.1189,18.9684,23.4289,40.0216,26.7521,46.0507,39.9143,82.49,14.9308,36.6457,14.6208,21.9644
"220381_at",15.7432,75.1012,26.9532,108.358,70.8169,68.771,58.1246,81.0333,42.9658,32.2939,37.6488,84.1464,104.33,141.078,59.6509,50.9654,93.9001,45.3569,100.176,110.503,86.4471
"220382_s_at",45.9319,53.442,60.1852,40.5247,42.5489,50.8605,27.3751,44.8441,13.3747,46.1181,12.0911,64.4077,12.5315,27.706,17.0467,135.947,51.384,62.2731,87.9447,118.877,120.773
"220383_at",5.21357,17.875,9.69776,4.36865,19.509,4.13854,7.30091,8.29172,11.2115,34.3623,5.482,3.14566,6.49191,3.646,3.98235,4.95257,37.9436,4.05527,3.74162,5.7752,9.00533
"220384_at",5.57059,3.76655,2.68287,4.97688,7.00059,2.82046,5.74147,8.1728,2.2991,6.82085,10.4394,4.25965,7.75069,3.00422,6.70538,4.80701,2.8218,16.1706,18.2114,7.17599,5.22581
"220385_at",8.70252,7.04416,6.86041,8.20044,10.4185,5.81058,5.09159,4.82431,5.70826,4.25321,6.1703,4.11869,7.86188,3.95189,8.08252,13.5776,8.20146,5.19839,6.33777,9.44913,5.89846
"220386_s_at",402.831,138.864,224.065,391.113,231.549,191.365,246.61,159.955,230.614,309.166,326.394,387.785,313.398,245.88,399.784,464.847,295.894,213.27,189.976,187.778,416.161
"220387_s_at",82.665,47.5525,119.052,6.81164,177.452,114.425,93.5382,134.905,93.0096,143.855,125.113,58.792,109.387,81.3687,78.9056,54.5987,8.12482,151.852,136.658,110.913,141.318
"220388_at",27.6418,39.6323,6.40371,40.9296,5.68021,12.1171,8.66356,8.6137,6.46148,40.3069,21.4587,14.0517,40.3129,25.3067,36.3416,36.0873,21.9618,5.02314,38.3991,43.5347,13.777
"220389_at",11.7688,11.2047,75.1364,11.1651,114.571,12.3056,7.06555,85.4507,32.2693,38.8397,58.1431,44.6337,31.8647,42.8056,23.7669,120.03,48.4268,30.0105,45.5837,14.4525,68.5326
"220390_at",49.1516,45.2211,56.9161,51.549,6.9428,38.7385,50.6559,22.6397,32.251,39.4159,37.7429,14.3914,98.2734,62.4119,27.8505,66.4776,68.5883,58.6089,33.8372,47.9083,33.2176
"220391_at",19.9769,69.6217,85.2653,44.4406,64.3642,53.4165,60.1289,56.6709,71.1716,47.2945,98.3091,31.6328,35.2797,48.7142,26.9749,27.085,42.6236,17.2045,43.9923,22.1647,40.1769
"220392_at",208.619,150.335,164.254,74.3908,107.95,55.642,146.064,45.3343,74.5196,170.749,16.9803,11.7349,56.3231,84.5775,47.1156,193.455,124.763,218.233,301.179,189.733,214.751
"220393_at",5.01461,31.1672,7.25763,18.8293,7.24401,7.12793,2.23093,1.56173,34.9549,1.0968,17.7498,28.4055,14.5537,12.0192,17.6742,2.82225,14.7046,14.9187,2.00142,9.40798,8.08396
"220394_at",19.4065,71.2884,36.6635,31.2619,39.0799,5.37413,54.8832,38.7673,28.8483,39.6386,5.90246,5.95131,34.8236,21.2626,44.6161,4.19141,42.2821,6.52708,31.1025,33.0137,46.2615
"220395_at",316.923,473.798,403.586,460.949,380.379,272.567,394.242,274.799,279.021,307.968,178.435,215.761,226.546,328.68,165.635,421.333,392.934,213.011,308.199,236.097,348.289
"220396_at",14.3938,34.1834,18.8459,13.3069,19.4812,21.5253,20.7461,26.8394,14.3643,18.8308,42.5718,13.2535,65.8444,45.5021,13.8409,26.2556,19.9952,19.4487,28.4397,11.0487,19.6101
"220397_at",59.1832,47.9448,44.4938,44.1467,46.1853,78.6624,54.3559,50.7009,36.3969,55.6973,69.617,75.4364,51.2645,49.4173,42.2983,32.0849,32.6888,91.7152,47.8402,72.5849,56.9271
"220398_at",158.365,115.6,104.28,210.75,144.605,105.967,136.979,95.8144,105.448,61.4968,84.242,77.6603,102.17,116.166,82.4009,239.436,181.845,83.8304,133.369,118.613,159.322
"220399_at",72.0715,55.1831,44.8105,35.3674,81.114,53.7165,69.3207,32.7895,50.9681,51.5814,50.1114,53.9356,85.5951,80.9101,77.9168,49.4271,70.9598,44.4504,49.5158,48.4744,35.3707
"220400_at",37.3513,9.84777,47.3129,47.9001,40.3085,8.02047,33.4034,43.0253,7.48546,33.2681,3.84838,13.318,104.737,94.8032,60.0049,65.0317,57.6045,42.8368,6.42289,44.6113,6.50591
"220401_at",44.4852,11.2453,45.9401,29.1008,28.8898,16.8835,28.5233,21.3202,6.01553,10.3584,10.96,2.79468,60.9754,58.8876,39.2536,27.3469,50.9675,33.016,3.78577,23.6879,11.8546
"220402_at",28.5277,42.8521,14.0318,23.5304,27.5631,12.1558,51.0222,25.6324,40.7131,10.4767,17.5301,10.513,3.3925,22.7903,19.574,13.2887,30.5658,1.46399,36.0854,15.6684,2.81251
"220403_s_at",9.70145,2.97902,4.31617,3.87927,16.6097,20.9174,4.33964,7.99959,4.37633,30.3559,7.6637,2.79385,12.4546,8.02569,6.27536,52.0436,3.42871,4.13221,2.78629,11.1937,7.99856
"220404_at",99.3092,86.6721,29.4307,737.335,110.637,66.7404,94.43,92.431,52.0823,81.2773,31.257,63.5119,116.474,70.3839,94.5713,97.0037,80.4717,92.5634,45.4607,65.7612,90.4101
"220405_at",52.1896,40.7254,37.7664,84.1699,155.47,79.292,102.747,62.2008,51.4112,66.8821,16.5985,64.6134,108.772,50.4397,56.577,42.6664,64.5865,39.6905,53.0171,69.9582,65.9805
"220406_at",62.785,69.4613,68.5941,93.9468,86.4473,57.2807,52.2242,38.6749,43.8882,50.5077,59.146,37.1701,60.3809,102.814,85.0095,50.021,51.369,32.6925,67.0467,80.5485,37.8159
"220407_s_at",58.2941,148.319,68.7544,320.506,203.285,199.663,99.3855,70.1319,144.674,125.191,89.1925,73.5021,124.778,140.53,50.2142,92.7429,144.726,137.1,191.27,264.202,129.368
"220408_x_at",450.721,701.729,285.696,840.925,627.368,476.457,660.237,388.867,380.5,384.574,674.844,605.001,687.495,491.244,459.977,425.88,676.985,583.042,701.244,761.409,662.471
"220409_at",5.62782,9.67678,2.98258,3.50408,3.73097,1.63824,4.2489,1.27174,4.51838,3.19748,1.32404,11.9671,9.30451,2.32367,6.43819,30.4954,7.08841,2.49382,23.9423,3.85683,3.15866
"220410_s_at",97.4604,42.3656,61.1431,76.8628,10.7314,28.7751,21.2678,58.5527,8.45868,7.77269,6.65019,15.1012,62.8455,110.977,91.8732,50.277,136.103,13.208,108.74,73.8971,66.4078
"220411_x_at",330.419,105.856,175.496,172.682,22.905,14.9376,17.7469,27.4656,43.9252,44.7306,11.2297,19.2398,76.8644,138.017,35.5517,90.0087,192.754,26.248,162.702,66.338,100.65
"220412_x_at",22.8194,18.9599,23.0132,29.6199,14.7831,13.4156,15.323,11.6469,14.9917,8.84464,9.05128,11.8103,14.4914,18.95,11.9453,15.3446,22.4374,18.0001,20.6886,25.0477,69.6586
"220413_at",48.8188,124.1,169.772,179.17,209.153,132.894,181.314,176.032,108.988,147.587,125.021,119.376,145.275,138.162,178.692,161.947,150.371,157.526,79.866,38.8604,216.244
"220414_at",17.7045,13.7938,18.7238,79.3256,64.1816,9.55996,36.898,8.42006,7.71933,51.6988,48.2483,34.2576,25.4746,32.3003,57.4652,62.5669,13.6521,49.8129,14.0477,51.4234,11.6571
"220415_at",21.4576,71.9212,72.6904,11.6222,56.507,31.675,71.4927,16.011,37.5797,5.45909,29.0747,32.535,62.8823,31.9847,32.0987,43.5385,11.0351,19.2354,120.94,88.4563,28.0139
"220416_at",172.92,251.212,309.662,68.889,149.933,208.459,241.483,195.152,408.847,201.049,200.058,411.94,241.103,215.799,412.057,301.327,258.748,139.816,155.179,123.066,207.228
"220417_s_at",403.595,422.26,435.517,624.291,518.389,444.698,500.617,418.551,495.588,484.03,406.912,380.315,530.514,395.444,358.394,412.869,431.903,372.96,484.804,469.442,431.781
"220418_at",54.645,27.7098,4.01926,3.95205,10.6029,3.79204,32.6061,48.589,6.49143,53.2452,152.612,118.004,56.0131,5.3599,7.96232,8.82087,8.51541,3.65986,17.1969,4.68541,5.83144
"220419_s_at",944.74,909.63,1324.24,741.273,922.506,1210.16,876.35,731.817,1296.13,1203.72,1161.6,1298.28,971.034,1294.2,1006.78,917.313,928.063,946.025,966.753,970.342,849.4
"220420_at",19.5802,16.5286,38.7392,21.5732,19.0382,17.2562,22.6149,9.92199,13.6146,6.26147,9.30774,14.0651,10.0365,19.364,18.7,26.1112,26.8976,16.8223,42.4989,19.4402,21.1845
"220421_at",7.3386,9.24137,7.42903,193.235,123.022,6.25204,13.2998,6.13025,19.1632,19.3275,6.40153,13.4872,12.0501,7.39155,17.7869,12.3982,12.9364,13.4907,11.6579,9.30653,10.556
"220422_at",59.7912,86.439,68.3201,60.572,71.0807,41.5354,75.5506,35.4528,54.4661,66.22,31.8189,25.662,57.0776,52.1911,48.7364,68.1077,91.7365,53.5176,32.535,50.0372,74.0585
"220423_at",14.1352,16.8093,18.4836,22.9519,1291.13,18.596,51.7005,758.086,10.4708,918.169,1727.71,1259.78,692.702,15.1312,915.575,574.083,17.8321,15.2067,17.8437,18.4484,17.9657
"220424_at",21.4542,20.3654,15.5191,28.3966,18.7475,74.7392,96.1771,6.73605,33.7247,13.3001,14.4244,42.204,101.413,4.44737,36.2257,31.1414,70.824,14.5158,29.8989,22.4987,33.3917
"220425_x_at",38.4951,134.78,7.86973,14.0972,18.3198,34.0647,97.1967,14.8439,44.1633,50.539,23.4989,14.1313,90.0414,96.2846,79.5459,97.0503,72.5844,12.0726,9.17124,80.5955,17.0658
"220426_at",4.28213,4.59114,18.7054,9.1305,82.2662,65.8549,49.5531,46.8986,3.1434,47.8426,7.89417,7.30797,28.0321,45.7398,3.53486,45.5672,4.67353,26.2774,4.90369,5.22096,10.8867
"220427_at",21.6018,17.209,9.76747,13.1147,17.4053,13.3009,17.3817,11.3087,14.1578,12.4484,7.95297,9.96514,15.0562,16.1232,15.2041,21.2861,13.2156,14.1438,20.4535,14.4644,14.3618
"220428_at",91.0892,59.5082,83.4206,96.1834,90.1776,41.6372,105.364,85.5551,21.1392,71.3669,78.2931,65.3192,175.204,67.9937,59.1872,73.7143,131.163,8.26855,50.3806,53.2178,64.9146
"220429_at",86.1568,54.4059,68.2869,101.923,83.1963,53.8811,74.6071,67.6426,32.2716,61.3037,38.2913,72.8467,82.6932,54.478,63.2978,59.1332,101.363,34.6162,39.0079,69.7328,48.094
"220430_at",366.048,272.332,336.926,125.846,183.036,99.9859,304.393,151.723,423.757,210.185,91.5278,179.726,200.839,160.021,156.564,200.507,199.515,390.332,318.616,256.999,459.906
"220431_at",7.76929,6.93999,5.51077,19.8425,13.2983,9.44473,11.9298,29.3619,20.7958,29.3597,5.41148,13.2658,53.7833,65.8313,40.6281,9.83798,66.5482,74.6914,26.1647,53.9092,17.6976
"220432_s_at",29.5712,6.71618,27.3171,1.18076,20.524,67.7429,10.8426,1.03161,23.2748,17.4123,10.2632,10.5751,21.57,23.7003,4.6658,2.37646,3.65976,17.6608,41.6371,8.50166,7.39092
"220433_at",133.148,48.5587,88.861,136.324,26.7643,51.9717,38.6687,100.077,37.6283,72.5212,52.76,58.5054,69.5076,61.2418,88.9904,129.757,111.129,144.6,119.865,115.204,161.802
"220434_at",59.5289,61.7294,15.6561,13.6275,49.1736,8.56542,10.7562,26.1069,6.19902,5.65571,3.25958,16.3529,10.173,14.6114,7.06983,29.5,111.937,42.2387,25.9357,38.4903,13.1777
"220435_at",8.03937,2.5051,36.6138,6.22973,21.4923,14.9856,55.4554,31.4764,15.015,24.0784,2.39272,33.6089,5.74353,21.0664,34.2414,38.2801,25.7634,2.62732,28.218,27.4683,34.0618
"220436_at",33.2525,66.8709,58.0215,52.9167,67.5012,83.2849,47.5416,32.3321,82.6888,68.5672,19.6922,54.8142,70.6649,21.7583,54.5027,50.2773,73.6128,89.7434,74.2418,83.1443,36.8912
"220437_at",5.90979,6.67173,6.43972,15.3113,12.6085,10.1618,10.6167,23.9837,55.084,32.184,34.2887,9.47645,46.3415,11.8812,15.5649,18.3405,11.3101,7.28178,10.389,23.5016,20.6082
"220438_at",23.9878,21.17,40.6868,25.5049,15.8714,17.8945,11.1081,10.1868,10.1873,60.7067,19.5107,15.2375,14.3805,17.4031,17.9886,27.8063,38.1563,21.1279,31.5468,31.5074,26.6546
"220439_at",160.887,187.889,161.474,170.304,124.619,91.681,92.446,95.2488,70.0286,65.1459,29.3768,71.5717,86.8794,80.4716,114.204,206.349,145.135,86.0224,178.428,162.535,167.733
"220440_at",28.3195,38.9197,68.4709,71.3005,26.4578,20.708,24.3537,25.9637,47.1637,43.7178,10.6054,108.458,17.5931,95.3598,47.5713,19.5765,17.8604,44.3166,12.5235,20.4279,88.215
"220441_at",34.1532,117.994,91.442,142.427,101.968,38.3621,55.798,42.8414,48.9102,73.7141,29.2977,13.5374,13.3008,80.5664,17.941,80.4608,99.4621,69.288,58.2795,89.3285,88.1139
"220442_at",47.1101,26.0513,68.3436,88.575,188.045,49.1345,85.03,63.8558,77.5543,147.506,5.38173,102.161,67.2877,69.2498,81.6975,88.0624,76.8243,84.0562,14.4019,25.1436,86.8969
"220443_s_at",93.7182,79.982,76.3377,147.792,110.15,77.8603,63.2732,85.6429,85.0616,42.9207,31.0637,79.0851,87.6611,105.454,75.9802,98.1824,113.973,43.1861,63.7598,147.644,67.9443
"220444_at",67.8841,60.4394,11.9099,147.13,93.5552,10.1828,100.557,169.745,78.1635,155.292,110.158,145.252,64.6611,57.1314,55.9092,137.306,39.1298,82.0342,71.9756,76.8157,35.8066
"220445_s_at",3.80928,5.39155,3.52065,5.00436,6.12559,4.56069,4.84524,8.35427,3.55555,5.05744,23.387,4.34117,5.21856,4.66444,5.27537,7.94261,4.56666,8.47513,45.4203,6.94427,12.7712
"220446_s_at",176.271,201.433,263.196,230.617,228.268,130.322,251.588,146.278,107.933,186.714,90.3407,139.825,246.228,191.95,166.248,195.014,220.371,133.305,178.116,161.299,142.984
"220447_at",16.0171,49.5642,21.8914,18.0597,15.9173,9.88178,9.00703,9.95574,14.1847,11.0066,11.877,12.5707,12.0543,16.1958,12.1943,19.3731,20.8941,27.0693,31.6936,25.4884,33.1453
"220448_at",85.6277,6.00753,2.3922,5.91308,2.32369,8.81999,6.61589,3.7769,5.42094,2.31455,32.4886,3.98152,8.45648,7.08179,2.71646,1.98496,3.43308,1.85237,4.5971,3.45992,2.58154
"220449_at",144.234,63.7589,74.4445,70.7257,110.333,29.9313,101.995,87.4777,71.7404,78.3602,144.289,158.647,227.982,139.535,90.8495,191.68,105.976,93.276,96.0475,153.516,126.059
"220450_at",257.456,48.5414,46.2957,68.0784,27.1858,158.016,96.6588,65.2945,113.717,109.605,35.8267,67.4883,64.1754,71.9074,46.9685,51.1559,127.127,65.0247,38.6306,77.1968,35.2294
"220451_s_at",178.325,263.055,199.583,213.339,165.14,139.014,160.503,144.496,94.8466,178.818,114.195,92.7321,232.222,121.997,219.296,191.315,157.599,178.807,349.962,416.11,336.035
"220452_x_at",666.08,577.508,725.548,597.364,487.508,579.764,500.989,358.577,524.862,245.047,488.694,410.004,560.442,662.518,428.714,394.005,522.597,388.548,559.177,464.539,469.23
"220453_at",116.199,85.6857,95.6956,150.559,80.414,144.427,160.323,60.6077,88.0733,122.665,27.1763,98.8107,40.3916,135.651,88.6398,213.792,187.69,183.961,131.363,189.939,162.962
"220454_s_at",144.152,167.567,102.226,125.323,105.401,128.067,117.831,57.0148,115.786,129.539,103.837,138.771,150.872,147.197,107.776,110.7,163.721,174.699,124.631,184.577,153.613
"220455_at",21.8885,37.8773,25.1008,30.7124,35.6614,37.8742,31.0053,10.3023,11.1743,19.3177,15.6883,20.5708,25.5437,22.7813,10.2578,34.5726,75.0861,24.4055,56.721,23.7414,17.5918
"220456_at",59.8194,3.07957,3.75362,3.68885,8.61883,3.93005,4.31313,3.36284,4.32001,2.83631,22.2376,4.1329,5.23933,1.00967,1.78451,9.96915,2.71558,6.62053,33.0347,31.5579,45.3848
"220457_at",42.4361,12.5029,10.8281,25.1954,9.65566,7.15607,8.87876,7.09885,6.63752,18.5546,7.62415,17.0306,11.2034,7.35828,7.83302,73.7314,16.6328,50.7444,15.2658,45.5691,25.5426
"220458_at",177.032,100.3,79.5648,246.866,111.606,68.0921,180.137,23.0635,43.6791,60.1595,45.5238,82.5699,127.443,104.726,110.648,164.541,165.348,58.0183,136.787,163.434,208.652
"220459_at",30.4611,56.0979,47.2671,40.2706,31.9474,9.67163,27.0783,12.9823,33.1117,4.29064,10.9546,36.1169,31.1808,55.0385,2.17993,47.2364,53.1565,31.5833,17.4994,31.7408,48.4345
"220460_at",146.196,98.3824,105.57,67.2697,126.746,79.2368,156.924,101.774,59.1975,54.2417,37.7374,51.4218,122.544,69.8083,65.7085,38.025,70.0076,95.8727,72.2857,48.1382,87.1523
"220461_at",5.06881,8.01673,5.23377,9.02625,6.01868,9.78563,8.53595,4.96768,5.2812,6.3102,5.06367,3.42503,5.61988,8.36064,12.1556,11.7333,8.99925,8.51809,12.4062,10.2785,7.75898
"220462_at",11.5521,12.8769,13.3444,8.26231,6.02923,7.53481,5.15241,8.00653,6.34146,9.20268,11.3825,5.59891,11.1743,8.02097,8.18956,14.2809,7.29618,66.6591,25.7596,97.4846,10.5515
"220463_at",131.809,122.291,121.331,149.149,103.196,134.853,153.11,79.4452,106.236,44.2954,54.91,102.92,104.416,113.934,86.2527,71.667,154.631,48.7421,74.4084,85.9064,132.779
"220464_at",292.015,144.09,257.903,101.112,107.916,18.9489,92.2264,50.6415,103.339,74.3819,45.3439,114.458,118.123,120.402,87.3706,186.509,232.438,144.453,219.027,212.379,332.261
"220465_at",334.63,299.325,332.733,385.726,148.188,199.701,260.256,254.812,242.274,282.923,323.134,304.714,319.806,288.14,238.628,540.353,366.523,260.148,422.404,428.331,582.178
"220466_at",89.2682,98.0709,74.7937,45.6043,101.221,92.3585,130.581,78.1223,144.546,62.8859,63.9099,103.535,124.848,89.2711,77.3484,100.864,122.355,59.3709,54.273,128.295,129.29
"220467_at",351.164,300.036,327.279,199.109,101.305,83.3086,107.857,87.6005,85.9714,99.5602,122.049,81.7775,380.843,275.555,450.334,157.021,324.205,104.001,173.359,211.197,173.524
"220468_at",3.23808,1.66691,2.90918,15.4671,46.9089,17.6907,2.18536,0.940796,9.02735,14.5362,20.5144,2.7713,3.57639,6.90374,2.57683,4.61256,21.3468,9.35389,3.87588,7.10774,4.57967
"220469_at",33.0527,32.8695,41.917,12.4141,39.6197,25.3357,26.655,11.5281,7.06139,3.23843,47.7669,11.2362,13.205,40.1005,37.041,76.2497,76.1373,20.1944,48.011,88.3734,13.4471
"220470_at",81.5544,114.822,123.198,160.132,23.7678,48.644,79.471,59.9759,32.6897,73.8595,57.6157,94.3682,109.059,52.0142,85.7168,148.689,131.344,152.149,151.66,71.9315,100.397
"220471_s_at",198.814,83.5837,164.27,81.3092,62.5581,95.717,109.647,68.4269,66.413,108.695,42.4472,73.1934,137.215,144.658,50.9834,61.3713,92.877,186.57,63.5833,130.918,142.306
"220472_at",6.29833,11.1209,7.40241,9.9721,13.4496,12.961,7.77892,7.37479,10.6783,7.41458,3.70426,9.02145,5.28903,14.3344,11.8954,12.0774,8.91082,8.93204,13.9733,31.2707,7.40512
"220473_s_at",23.704,3.07474,18.1577,49.1837,16.4782,36.1339,5.01284,12.417,48.5867,3.84529,27.7506,35.9377,49.9652,48.2236,55.4253,43.1834,44.0729,5.01636,5.93098,15.697,2.21133
"220474_at",31.5659,9.65405,24.4992,27.1594,12.4939,26.7821,34.7967,21.9797,11.9947,26.8941,25.385,21.0805,24.9908,36.7378,31.0699,13.7081,25.9375,20.935,12.905,19.5484,12.0335
"220475_at",140.954,155.44,106.971,107.431,123.53,65.1987,107.422,77.7719,88.5813,58.8006,48.011,67.8792,112.906,76.0397,115.704,241.064,142.734,64.9221,63.706,142.8,154.087
"220476_s_at",96.0475,119.183,69.755,105.166,12.7156,13.7526,11.0719,66.4922,75.8179,57.1324,40.9632,12.7894,13.9892,51.7741,59.2733,110.541,19.2969,91.3608,188.457,173.09,151.425
"220477_s_at",1332.23,1130.29,1345.27,681.537,1386.04,1715.87,819.164,682.699,1932.11,1711.08,1969.33,2008.13,1826.42,1571.6,1777.99,1557.09,930.83,1393.67,1475.17,1284.19,1653.78
"220478_at",11.9976,17.0247,15.6848,23.6742,15.5833,21.0913,15.2152,18.0082,14.6563,19.0904,72.9531,20.1256,18.1711,11.768,20.421,10.6814,15.7439,14.4822,12.9715,19.4238,12.5037
"220479_at",7.6353,15.3568,16.6655,13.0825,6.79937,4.55659,17.3109,9.69535,3.92924,35.6941,15.562,7.67107,5.62841,13.0778,6.81662,3.94772,5.04679,3.98118,7.28242,10.547,7.27643
"220480_at",11.9831,29.315,12.37,16.683,18.81,11.2134,14.2246,7.68061,8.16142,17.0834,10.2092,9.26155,9.49952,10.3396,10.0414,10.7943,14.3611,12.5372,8.48117,17.6819,12.1296
"220481_at",12.4947,70.8551,17.9058,128.667,37.6601,72.7628,79.2329,81.6952,58.3272,13.5994,42.7947,30.9718,39.4943,40.105,60.0515,39.9027,85.983,16.3438,23.7923,86.9622,39.5877
"220482_s_at",20.5783,145.737,70.4213,15.1303,100.219,205.389,16.5917,137.333,106.516,21.702,170.481,175.149,101.948,105.183,135.771,153.607,17.5149,80.6587,34.4239,25.4554,136.449
"220483_s_at",68.1397,47.2015,63.9783,45.8325,59.4805,35.3313,64.1591,46.1465,54.3588,176.543,49.2576,115.231,59.5214,33.8159,92.7173,222.946,9.98464,164.25,167.835,230.014,118.41
"220484_at",145.686,62.0751,38.704,216.083,80.7064,263.832,38.493,265.036,95.5812,76.6562,108.906,106.35,22.6328,311.022,328.477,168.172,79.3636,215.553,249.423,342.455,260.852
"220485_s_at",111.919,75.6233,67.2278,18.6437,253.269,86.5257,311.938,236.69,59.1096,213.431,551.772,322.456,257.167,16.2793,95.491,46.1257,146.626,76.3062,52.1071,21.1609,58.4294
"220486_x_at",581.703,915.905,1340.93,814.873,1172.05,807.571,869.545,891.068,1053.13,883.213,1194.79,1087.83,697.72,685.611,1000.27,880.371,759.392,946.343,1063.41,1120.3,1285.23
"220487_at",4.57852,35.6846,10.4229,6.4225,7.02535,3.47497,6.34757,3.26747,109.581,7.27415,21.0198,3.94323,6.21825,30.7705,7.22866,16.6713,6.43891,26.5347,26.1807,16.228,9.10038
"220488_s_at",291.682,328.33,349.713,193.412,355.393,329.127,292.223,258.031,323.408,268.441,377.731,299.03,313.242,317.743,257.612,254.239,202.1,260.095,304.811,286.491,289.287
"220489_s_at",6.20713,9.81961,22.1772,13.5416,58.7116,26.6423,17.3979,58.8418,18.9707,28.2923,29.6826,7.6928,13.0811,47.3819,9.58521,17.7272,10.3631,11.2075,13.8022,11.2076,7.986
"220490_at",106.606,68.3662,27.943,82.2006,63.2311,28.9401,30.7956,45.514,22.6442,41.1676,29.8929,38.8554,64.635,43.6164,17.7229,62.8348,49.2193,66.8899,57.4718,94.7288,65.7024
"220491_at",214.638,127.847,118.828,119.671,253.483,100.854,214.714,156.4,106.873,142.05,162.262,187.881,163.597,103.776,182.126,224.031,134.631,144.287,146.51,162.925,221.769
"220492_s_at",7.06422,7.70999,6.81901,11.9711,19.1416,9.8944,7.43037,31.3267,4.22549,7.08876,5.90468,4.70273,16.0526,5.2063,34.3912,13.2411,5.52817,5.70518,12.0343,5.60401,9.94269
"220493_at",8.31879,41.3864,30.0188,16.2237,19.5366,35.9381,29.1093,5.99839,7.04922,5.46157,7.48251,4.6518,9.23921,19.7904,6.88006,13.043,49.7463,18.0907,6.12892,12.8812,14.8809
"220494_s_at",401.794,512.28,324.234,220.006,255.655,237.843,180.373,105.552,478.569,239.837,258.701,358.207,264.254,295.529,236.753,437.361,430.112,319.213,585.514,560.329,523.197
"220495_s_at",919.094,1387.43,1046.54,912.048,1448.67,1561.98,1789.23,1465.26,1257.81,1805.49,1741.18,1462.6,2056.16,1419.61,2978.54,1446,1176.26,1064.54,1093.01,1244.49,583.171
"220496_at",111.43,70.9989,90.8669,90.7505,69.3565,68.6129,101.684,50.1094,60.8681,65.7071,12.5144,36.6656,110.458,44.3928,73.1925,100.862,81.4125,28.9345,14.0451,26.5854,27.2632
"220497_at",14.053,18.6966,57.5559,34.5829,14.7907,45.9985,37.1047,14.2445,30.5268,38.1963,30.2827,25.5622,43.2205,33.0078,54.752,52.2286,24.9165,17.0275,14.3099,7.27283,30.9435
"220498_at",43.4142,15.2998,10.9211,15.0922,49.771,12.1085,10.8597,10.1314,13.1849,13.7836,6.63999,16.327,9.73997,10.2334,34.6663,29.0602,57.124,23.0166,58.8254,25.033,27.2875
"220499_at",15.9803,16.7901,11.9937,10.7024,51.0306,10.7955,21.1372,12.1687,12.4381,14.4267,22.1148,10.1278,15.2226,11.9123,10.745,24.3141,15.8495,10.5076,79.6371,25.369,24.7267
