"probe","GSM302859","GSM302864","GSM302866","GSM302870","GSM302872","GSM302882","GSM302896","GSM302900","GSM302924","GSM302927","GSM302933","GSM302943","GSM303364","GSM303366","GSM303368","GSM303520","GSM303522","GSM303523","GSM303525","GSM303531","GSM303533"
"1007_s_at",455.207,380.915,1045.91,267.234,496.446,535.535,533.512,461.087,451.419,346.906,424.253,443.796,460.627,447.267,363.816,518.872,403.16,458.881,474.206,461.823,491.01
"1053_at",130.464,164.607,179.668,230.873,159.015,138.826,285.481,124.244,188.933,244.477,247.29,259.629,128.363,99.9521,186.665,85.9658,172.58,155.121,199.089,128.127,158.887
"117_at",384.954,607.418,216.343,432.933,216.515,294.525,397.513,374.274,157.833,204.651,236.36,279.577,328.532,489.927,696.969,681.605,416.09,301.222,446.703,473.566,449.531
"121_at",696.633,1049.8,1069.12,1226.57,1028.09,1270.81,1502.4,1512.82,809.497,1181.37,958.228,931.861,1090.97,845.656,1295.63,1122.55,1107.45,891.712,841.252,1174.45,941.806
"1255_g_at",27.859,37.9584,54.1311,60.5177,106.949,44.01,92.0819,69.8737,18.9164,45.6037,52.1041,18.3536,133.198,81.1025,41.5528,46.8555,58.8987,57.559,39.8498,40.6414,52.1911
"1294_at",651.668,722.132,531.081,247.627,688.858,539.266,625.225,704.858,370.579,641.149,785.397,767.93,794.29,639.277,584.028,706.413,318.09,640.957,826.951,907.142,679.513
"1316_at",101.028,78.7277,96.5782,80.2892,106.083,119.234,132.874,111.041,66.092,110.532,55.4314,91.4533,68.6835,110.252,106.297,134.27,95.1848,62.1022,94.1361,120.171,159.063
"1320_at",85.5756,13.6344,35.6155,33.9748,57.0131,34.1984,20.8631,86.7154,44.8845,49.2813,8.24582,15.4359,15.8279,47.3224,28.7386,42.1138,15.1715,80.8699,55.4,102.54,14.2593
"1405_i_at",360.931,207.402,30.4506,10.004,1450.14,241.827,1443.93,1157.03,201.427,1356.17,1251.82,2367.74,1188.55,49.0446,673.391,890.461,495.634,211.956,240.898,222.938,86.2821
"1431_at",86.5112,58.4818,20.9457,58.2907,63.1736,63.9279,48.5133,47.3443,24.507,36.8131,43.6626,51.7854,38.7516,58.742,57.6384,64.9356,36.0183,42.3432,91.0803,80.004,74.3973
"1438_at",103.681,32.8209,78.2498,26.896,28.858,113.594,155.208,89.1721,105.591,108.259,97.5785,117.797,137.767,135.105,79.7613,231.47,59.33,167.343,95.6403,117.15,59.1289
"1487_at",599.173,576.261,470.49,785.558,836.286,475.733,547.114,599.348,398.5,624.074,351.504,467.727,622.575,490.909,558.108,574.143,655.819,508.232,491.09,459.104,529.518
"1494_f_at",213.156,246.112,263.457,289.142,330.041,173.991,239.647,184.049,177.161,125.125,93.7488,152.187,238.862,170.66,171.29,204.764,322.83,128.049,181.089,160.729,218.018
"1598_g_at",2618.94,5368.07,5635.09,924.939,5780.28,3942.6,3660.65,3524.98,5239.32,4259.33,6594.77,4419.54,3417.63,4678.76,3717.95,6091.06,1766.43,5259.68,4083.59,2993.03,4150.5
"160020_at",3172.38,1266.99,855.366,830.05,1091.75,935.97,841.59,581.259,529.065,855.614,596.479,683.411,907.43,918.84,716.388,1655.55,727.01,2290.07,1477.97,1207.91,1270.83
"1729_at",714.153,691.145,349.484,237.502,785.103,687.399,621.36,787.712,638.063,743.848,959.685,884.273,723.159,655.196,803.279,758.893,426.285,821.17,714.577,800.549,917.052
"1773_at",146.765,127.532,146.512,126.948,123.348,139.198,163.566,95.8436,109.695,90.1873,65.7367,141.148,132.313,92.4346,75.6983,169.328,164.103,179.659,159.569,179.661,144.324
"177_at",192.384,227.806,183.516,55.472,172.882,171.626,200.658,109.273,116.272,166.376,64.965,144.372,191.311,170.989,154.263,197.128,112.965,157.575,183.306,190.196,214.377
"179_at",448.58,680.368,488.123,558.758,602.896,541.554,508.737,405.337,584.098,485.394,371.722,284.424,494.29,493.985,478.463,524.254,608.972,496.382,551.766,445.787,510.856
"1861_at",238.755,262.196,266.281,110.034,204.428,225.29,263.039,166.971,196.812,226.604,218.12,228.44,257.987,196.263,189.171,227.449,181.708,235.646,217.429,266.471,270.084
"200000_s_at",1267.77,1064.17,1456.28,1147.94,1229.27,1537.15,1233.34,1290.36,2163.19,1236.61,1833.06,1624.05,1467.31,1348.71,1220.67,1347.31,1284.46,1584.76,1722.27,1611.92,1391.24
"200001_at",4970.01,6995.74,4324.8,4047.52,5569.56,5640.54,4378.71,4699.05,5393.16,5395.59,4757.46,5831.13,4686.04,6355.37,4894.2,6465.41,4600.77,6835.08,7658.98,6351.1,6565.7
"200002_at",10449.6,10370.8,16033,8213.05,8456.41,8585.92,9425.6,8948.04,8686.88,8173.94,12245.8,9794.25,11134.5,7919.6,8677.83,6016.55,7860.24,8698.49,7631.92,6965.82,8513.47
"200003_s_at",15626.9,14149.5,16298.2,10753,10371.1,8992.31,12135.7,11689.5,9232.86,10510.9,15811.7,12427.5,13440.7,9862.73,9950.25,8439.64,11271.5,11588.5,10325,9529.81,10668.8
"200004_at",7032.59,6218.61,5746.95,7329.96,5490.95,5488.8,6323.5,6763.71,4629.76,6032.9,5933.49,6209.89,5798.78,6217.22,6340.73,5655.48,7838.25,5945.57,5847.87,6214.5,5980.87
"200005_at",3340.45,3839.42,4112.01,3830.7,3293.38,3589.55,3582.85,3714.51,3886.92,3555.97,4228.97,4823.66,2754.18,3674.99,2452.29,3009.91,2734.39,4356.1,3750.01,3534.41,3768.46
"200006_at",6400.42,6026.3,8971.86,6420.57,7431.99,6861.25,7797.06,8292.08,6297.65,6373.22,8035.87,6791.77,7033.67,7043,6566.65,4872.69,6290.42,5439.67,5063.18,5184.5,5050.33
"200007_at",6779.25,7655.72,8567.02,5943.6,5183.66,5774.85,5059.57,4430.12,5168.89,5040.49,5100.67,5169.62,5364.34,5922.81,5241.28,5703.84,6025.71,7187.44,4804,4597.31,6208.06
"200008_s_at",2204.02,2056.21,2226.76,2307.39,2138.23,2585.6,1787.69,1713.23,3185.97,2730.54,2591.71,3510.18,2836.87,2551.17,2550.44,2815.72,2050.22,2392.48,2005.16,1738.8,2761.59
"200009_at",6168.36,6977.72,6936.3,5889.66,7081.46,5605.24,6190.37,7196.84,5810.81,6308.8,7851.32,7225.86,6110.88,6478.31,6206.56,6971.06,5338.24,7118.04,6352.14,5922.97,6776.45
"200010_at",10239.3,11602.4,14209.6,10781.3,9448.34,8347.81,8472.97,9686.61,8103.99,8612.98,11665.1,9044.33,10805.5,8829.07,9394.2,7066.68,8177.73,9691.91,9819.22,9300.09,10375.9
"200011_s_at",2159.09,2432.4,1913.34,1880,2678.67,2603.68,2845.79,2996.68,2829.47,2540.48,2433.27,2481.76,2037.86,2355.52,2456.99,1936.23,1812.18,2900.13,2192.63,2104.83,1938
"200012_x_at",12744.6,14949.3,19608.9,10382,9486.91,8997.99,9482.28,10401.3,9921.11,8853.73,13284.5,11196.9,11419.3,9521.38,11374.9,9790.47,10342.3,12237.4,11964.4,12457,13061.4
"200013_at",9916.22,9617.54,15187.2,10370.7,6544.98,8023.29,8311,7498.96,8595.34,7330.44,10993.7,9205.73,9758.47,7767.87,8228.41,5708.21,9158.45,8591.39,8476.9,7200.53,6725.8
"200014_s_at",1996.16,1771.15,2420.77,2681.26,1673.63,1623.26,1815.29,2015.31,1419.83,1490.67,1777.61,1556.95,1546.44,1597.32,1393.15,1229.65,2592.64,1182.63,1134.84,1128.24,1128.94
"200015_s_at",4432.16,5387.61,4961.88,3200,5923.38,5718.41,5703.19,6411.24,5111.63,4326.81,4352.09,4186.48,4379.55,5156.57,5214.73,3435.81,4132.4,4628.83,3221.98,3258.68,3372.33
"200016_x_at",11954.3,9810.29,13062.2,12249.8,7067.57,7355.83,8248.58,8838.76,7489.32,7645.13,9821,7475.84,7634.43,8624.52,7102.69,8657.05,10385.4,8914.68,8917.46,8876.83,8848.61
"200017_at",10059.1,12562.5,16853.4,10368,8119.02,9018.38,10270.2,10503.7,8140.02,8431.84,9920.03,9195.59,10548.9,9211.38,9681.87,6627.59,10856.8,6407.68,5862.36,6460.18,5588.34
"200018_at",16467.1,16438.2,18267,13931.9,10670.9,9512.93,11082.5,11415.6,9222.13,10280.5,12742.7,11570.3,12593.4,11323.9,12371.6,11560.2,13393,14822,13579,14363,12805.5
"200019_s_at",8375.08,12837.9,13781.1,10161.1,10307.3,10558.9,11014.9,11066.4,9799.95,9416.73,14992.1,10918.6,11408.2,8617.06,8766.83,7474.5,8981.77,9138.54,10235,9162.44,10494.2
"200020_at",2090.44,1892.05,1614.34,2148.65,2042.28,1982.8,2079.6,2805.9,2219.71,2028.22,2752.47,2383.46,1870.62,2319.8,2095.93,2232.94,1548.46,1896.97,1645.75,1628.26,1933.64
"200021_at",15706.8,18955.1,10258.3,15721,13087.1,8379.95,11461.2,13423.1,9551.39,12223.4,12972.6,13796.7,14517.9,12390,14118.8,15662.4,14303.2,15731,13641.2,14325.3,16116
"200022_at",6634.55,9126.01,13190.5,8770.53,8895.05,8385.45,10275,7805.69,8210.56,9010.23,11907.3,8953.31,10806.9,6839.76,6870.91,4319.78,7432.78,8578.56,6877.49,6227.62,7537.18
"200023_s_at",4687.09,4295.18,6397.01,2817.6,3981.97,4593.01,4772.42,3229.98,3909.84,4478.69,4811.98,3745.95,3721.2,3628.17,2940.04,2981.74,3249.65,4404.53,3957.32,3803.67,3863.87
"200024_at",9385.26,9132.53,13791.2,9031.38,3687.5,6337.29,5195.71,3660.73,6958.48,6041.25,8257.95,5878.32,6136.31,6340.59,6719.68,7077,7920.17,5866.3,8554.91,7723.18,13636.8
"200025_s_at",13875.9,12892.4,17840.4,11446.3,9668.66,9278.43,10717.1,10724,10069.5,9274.28,11802.2,10592.8,11899.3,9861.64,9853.74,9816.27,10363.3,12938.7,10754.9,11335.7,12766.1
"200026_at",17936.2,19621.4,23026.3,15477.3,11786.2,10893.4,11497.8,13969.9,10234.1,11270,16422,12866.1,14736.3,14417.9,13515,12783.3,12419.7,16979.9,17277.8,17007.2,18389.3
"200027_at",3280.25,2899.39,3095.32,3383.13,4287.85,3824.65,4418.5,4782.61,3030.57,3415.72,3289.36,3525.2,3477.21,3506.38,3697.5,2850.86,4158.64,3501.1,2414.92,2564.91,2643.06
"200028_s_at",2491.97,3055.85,2597.63,3533.14,4136.55,2817.27,3715.09,4085.42,3257.54,3216.08,4583.61,3650.25,3392.35,3055.49,3817.66,2394.61,3085.16,3572.84,2838.57,2502.59,2725.33
"200029_at",15313.8,14196.3,16245.3,12750.1,9672.53,9003.98,10169.9,9758.29,9993.45,9383.75,13390.4,11576.8,11535.8,10131.7,9307.28,12832.3,10689.4,16041.4,13242.2,13114.1,15174.5
"200030_s_at",6738.14,7579.85,8139.82,7774.83,6720.05,5846.1,5607.56,5971.39,7354.18,6781.55,8309.74,8004.72,7262.71,7002.86,7570.8,7874.26,6280.68,9299.18,8569.37,8769.31,9877.59
"200031_s_at",17961.3,18378.9,20912.2,13705.4,11770.9,12133.4,12168.5,12191.8,11659.3,12021.8,16360.4,14442.4,16021.8,12617.4,12963.3,11700.2,13568.4,13635.9,14628.4,14061.4,15760.2
"200032_s_at",17770,20681.8,23856.4,16476.6,11127.9,9692.11,12179.5,11166.1,10127.6,11676.3,13809.3,12650.3,13775.8,12046.2,12606.1,12675.1,14795.2,14961.5,14441.3,14332.2,14877.9
"200033_at",7382.17,6633.15,6869.81,6767.97,3422.28,4223.91,5186.66,5241.34,3494.11,4584.44,5354.8,4200.94,6290.13,6070.8,6825.68,4899.3,8211.03,4502.76,5684.2,6512.3,5129.09
"200034_s_at",9763.63,8983.54,11435.3,7907.75,5689.83,5636.83,7196.46,6189.65,6242.53,6688.76,8973.33,7369.41,8048.46,6683.37,6361.36,5869.71,7487.32,7371.3,6895.49,6695.25,7571.68
"200035_at",1498.15,1093.71,1099.57,1190.97,1488.36,1356.47,1611.57,1851.42,1563.07,1769.6,2405.93,1351.93,1378.64,1558.43,1732.12,1795.85,991.373,1789.25,2146.68,1973.97,2002.94
"200036_s_at",11254.4,10670.4,13694.1,8634.12,7867.93,7885.26,7447.06,6574.79,8087.31,9323.33,11566.6,10305.3,9975,7016.45,7771.83,6208.71,7315.59,6619.26,7912.98,7066.12,9271.12
"200037_s_at",2869.71,2473.94,2691.52,2735.13,1653.44,2058,2527.43,2417.47,1693.77,2099.98,1832.04,1827.63,1883.64,2552,2001.06,1969.21,3124.97,1720.11,1566.52,1985.41,1921.97
"200038_s_at",13203.6,11666.1,16772.5,10931.5,7732.71,8334.18,9138.04,8150.47,8121.94,8286.44,9511,8926.18,10025.4,8928.21,8992.74,8518.87,10321.8,9962.1,9876.2,9504.79,11109.5
"200039_s_at",2177.6,1931.38,2303.36,2129.67,3762.91,2048.15,2754.26,3202.84,2332.11,2657.8,2495.54,2903.05,2584.04,2016.12,2383.67,2479.28,2400.07,2429.7,2147.85,2183.23,2419.09
"200040_at",2608.42,2517.82,2945.68,1507.86,2972.25,2906.39,2783.07,3140.82,2722.05,2930.55,3492.43,3035.13,2006.8,2595.12,2460.65,2490.59,2034.69,2928.92,2345.76,2167.34,2602.72
"200041_s_at",5050.66,3861.27,4105.12,4983.74,2884.36,2232.74,2934.53,3385.69,3380.51,2038.2,2548.59,2634.87,3341.21,4325.2,2878.69,4309,4326.83,4314.76,5209.22,5098.88,4099.94
"200042_at",1178.91,1255.39,1195.96,1079.73,1421.76,1386.42,1346.08,982.406,1422.68,1283.63,1545.72,1728.5,1319.12,1236.23,932.852,1174.15,1171.63,1060.57,1092.3,973.28,1062.64
"200043_at",4346.15,3979.65,5060.81,5237.95,4072.34,4007.36,4533.33,5108.53,3274.41,4028.83,3748.07,3025.09,4457.99,4283.85,4418.72,2669.32,5839.08,3644.38,2967.73,2678.19,3064.73
"200044_at",1819.65,1630.47,1548.68,2287.61,1378.8,1294.72,1599.49,1522.91,1302,1701.39,2154.57,2099.89,1800.56,1484.69,1798.71,1641.61,1989.52,1354.78,1498.42,1360.92,1432.2
"200045_at",1373.63,1394.57,1034.79,2457.95,2057.09,1658.9,1889.82,1787.71,1389.37,1545.83,1616.62,1682.84,1285.85,1242.95,1421.04,1512.8,1709.44,1105.05,1197.86,1316.71,1467.28
"200046_at",3311.11,3422.18,3877.55,2353.29,2913.31,3456.74,2765.33,3180.29,3601.73,3370.83,2802.08,3390.45,3539.74,3772.11,2990.78,3642.3,2887.71,3266.67,3123.99,2819.82,3153.2
"200047_s_at",2012.34,1659.06,1799.05,2079.15,1591.34,1744.34,2147.4,2093.12,1126.58,1400.97,1173.37,1238.81,1318.28,1666.21,1180.38,1060.59,2373.43,919.155,830.934,947.044,887.694
"200048_s_at",3411.82,3131.27,3170.23,2298.81,3141.01,4141.84,4269.77,3962.95,3290.2,3554.97,4162.07,3371.49,4590.65,3452.07,3987.72,2207.01,3238.65,2600.39,2285.09,2317.44,2302.38
"200049_at",499.832,635.69,499.241,419.151,746.885,824.593,735.986,630.05,896.674,548.333,534.471,556.655,552.262,767.937,470.848,422.48,453.551,514.562,535.841,498.858,468.294
"200050_at",1036.78,1288.8,794.345,1182.62,624.564,1018.01,972.247,872.952,695.976,1016.42,1080.02,997.343,741.422,926.934,799.791,814.37,1379.37,541.578,732.938,974.989,523.633
"200051_at",373.73,420.036,504.86,459.128,570.919,407.976,490.443,492.389,452.042,437.89,715.422,478.084,514.327,366.435,377.272,206.766,396.869,552.918,468.191,497.663,459.834
"200052_s_at",1052.99,873.512,930,1896.65,1019.05,1342.5,1290.1,1022.22,1114.84,1368.33,1441.4,1197.22,1200.04,1040.9,1147.23,843.57,1631.82,513.749,694.186,592.889,888.142
"200053_at",1072.99,1309.95,1139.37,967.134,1574.29,1181.83,1177.59,1384.92,1418.91,1206.48,1768.31,1545.76,1786.64,1127.67,1409.89,1371.75,810.768,1543.71,1160.5,1276.34,1145.55
"200054_at",477.844,389.187,421.39,1369.93,564.361,418.213,506.156,570.975,482.444,499.395,565.466,374.723,461.312,405.399,395.539,350.66,1025.41,311.997,327.314,310.578,497.668
"200055_at",2560.3,2043.61,2380,2408.83,2864.25,2181.5,2671.57,2439.47,2582.41,2597.24,3037.29,3153.76,2712.69,1564.69,2226.08,2061.61,1774.51,2800.53,2007.48,1790.64,2225.08
"200056_s_at",359.133,427.225,548.381,476.931,324.037,469.347,489.49,488.355,427.771,328.599,393.496,388.568,330.978,435.24,426.742,223.882,634.062,156.734,231.802,167.319,174.914
"200057_s_at",5047.61,5506.01,5168.07,4703.84,4862.66,4719.03,5146.7,5004.05,4914.42,5315.74,5719.41,5281.72,5166.12,5482.18,4659.49,5098.43,4308.12,5021.68,6130.31,5913.22,5873.53
"200058_s_at",1694.13,1967.19,1502.94,1376.83,1720.16,1771.27,2010.27,2117.42,1784.75,1628.2,2241.05,1941.25,1707.11,2002.37,1586.44,1635.32,1355.29,2073.44,1906.33,2437,1442.52
"200059_s_at",8112.44,9017.93,8917.04,9066.29,5826.44,6325.48,6533.62,7195.5,6562.21,7301.49,7039.97,7281.39,7514.89,7890.38,8037.48,8596.69,8221.79,7339.27,8187.57,8425.88,8040.54
"200060_s_at",1858.59,1634.04,1671.16,2806.34,1932.96,1766.89,1936.34,2183.45,1701.09,1465.6,1662.55,1472.46,1640.6,1628.05,1531.68,1186.47,2436.63,1279.43,1349.13,1292.73,1153.5
"200061_s_at",15184.2,15691.8,18550.2,12933.7,12022.3,9824.58,11476.1,13029.3,10479.6,11223.6,14187.2,11395.5,14466.2,12196.2,13506.2,12200,11097.3,17824.2,14619.2,15366.9,17746.5
"200062_s_at",17125.7,21845.1,24621.2,16266.5,12657.7,11671.8,13266.4,12950.4,12174,12585.3,17135.9,14805.3,16975.2,13440.2,13903.3,13186.4,14468.1,16979.5,17252.6,16474.3,18229.9
"200063_s_at",8725.63,6675.57,10413.1,10542.8,4156.84,4973.8,5739.25,5427.61,4373.02,5221.4,6697.9,5644.87,5524.52,5860.55,4905.6,5526.12,9688.6,5780.01,6110.93,6407.06,5491.57
"200064_at",6581.19,4766.93,8900.95,14242.9,7822.03,6908.03,6490.8,7043.24,7945.48,6134.13,7686.16,6764.87,7857.32,8526.19,5485.15,7426.61,10575.5,8073.08,7441.88,7986.75,7895.32
"200065_s_at",6147.29,6248.57,5193.74,7702.24,6824.42,5520.87,6297.04,6057.25,6888.62,6670.67,6311.92,6113.92,5992.46,5753.62,5710.7,6346.46,6901.08,6576.83,6039.33,5949.09,5723.2
"200066_at",925.602,1483.09,1258.23,837.757,1093.3,1346.61,1381.95,1098.25,1323.57,1208.97,1595.06,1219.62,1016.97,1065.24,902.357,1121.68,954.241,1228.35,1123.59,1019.66,951.516
"200067_x_at",3309.43,3044.92,4081.42,2132.87,4178.75,3621.39,3793.65,3573.64,3827.45,3410.7,3872.59,3510.62,3503.15,3395.14,3537.53,2830.35,3727.1,2074.76,2947.48,2504.06,2910.71
"200068_s_at",6235.34,6396.01,7533.91,6532.08,5748.96,5773.64,5819.85,5985.71,6200.6,6419.74,7021.16,6965.15,7160.41,6520.65,7357.85,6538.74,7001.11,7986.77,7098.87,7148.96,5818.04
"200069_at",417.63,286.345,378.146,616.215,434.865,656.211,640.75,594.488,641.797,423.363,397.324,391.11,489.086,547.032,534.018,381.169,560.289,304.967,292.093,310.142,393.27
"200070_at",243.894,646.016,514.034,378.873,418.781,511.365,550.492,423.919,668.349,383.484,612.783,443.542,318.558,558.552,341.302,530.805,424.518,612.888,552.311,741.447,529.722
"200071_at",1037.76,877.334,1098.57,1396.78,698.028,1031.47,987.228,888.675,909.425,755.102,750.478,703.738,724.139,1037.1,848.396,626.614,1419.2,620.238,598.042,596.059,577.789
"200072_s_at",2024.45,2412.58,1564.56,3302.85,2232.73,1815.46,2168.64,2471.59,2388.22,2301.48,3734.95,2374.24,2280.73,1881.14,1645.58,1912.69,2571.09,1678.25,1959.53,1798.6,1897.87
"200073_s_at",2623.33,2460.45,2065.37,2991.74,1078.41,1189.75,1681.4,1314.7,1110.91,1427.81,1856.31,1503.92,1167.54,1306.1,1150.57,1208.15,3018.3,1067.11,1007.03,925.198,1008.09
"200074_s_at",4550.76,5525.28,8039.92,5502.5,4169.22,5766.71,4570.51,4439.96,7118,4230.3,6986.48,5241.02,5060.7,5573.52,4265.68,4043.39,3688.17,5662.98,5402.4,4695.31,5419.92
"200075_s_at",2701.1,2563.65,2295.63,1236.88,2455.29,2232.22,2163.35,2591.4,2319.36,2403.44,2003.15,2063.7,1961.89,2334.47,2093.7,1295.22,1933.83,2920.14,1599.72,2022.32,1644.49
"200076_s_at",727.958,1187.25,767.42,843.009,1102.82,895.858,1058.46,851.956,1342.79,968.638,1385.27,1276.61,992.53,887.841,1074.36,974.269,705.852,1380.69,1024.41,995.725,1252.59
"200077_s_at",9823.62,11727.7,10311.2,9667.99,8216.69,6424.22,7588.13,9035.21,6702.08,8460.27,9789.38,8738.15,9774.28,8124.84,10414.5,10229.6,8998.92,10197.9,9835.66,10418.4,9590.17
"200078_s_at",1718.34,2220.43,1343.3,2769.54,2273.3,1596.7,2380.36,2644.46,1413.21,2592.28,2788.71,2614.97,2636.97,2084.01,2815.37,1889.51,1999.82,1746.49,1815.48,1590.56,2199.57
"200079_s_at",2333.2,2309.68,2522.27,3915.58,4058.49,2469.98,3081.78,3153.09,3184.79,3317.57,3582.78,3575.75,2848.17,2312.97,3039.82,2783.71,3570.7,2940.61,2505.3,2193.35,2487.87
"200080_s_at",7966.05,6633.5,6395.3,8677.34,3285.78,3937.76,5471.43,4678.42,2812.54,5450.08,5574.42,4340.76,4035.86,4622.42,4609.23,5002.96,6938.2,5900.97,5686.48,5072.14,4656.34
"200081_s_at",14608.7,15943.8,18223,12741,8878.54,9449.37,10024.1,9692.82,10195.6,10688.1,14389.2,11619.8,10774.4,9792.74,9507.79,11304.8,10837.4,12102.7,12844.7,12282.3,14489.6
"200082_s_at",10613.1,9174.13,12623.8,9791.02,5982.56,6393.23,6867.33,7176.03,7280.74,7906.92,10428.2,8005.56,7935.49,7444.58,8090.1,7111.34,7903.21,9344.15,8029.11,5932.57,9205.02
"200083_at",1622.37,1682.94,1458.74,1211.11,1543.37,1511.11,1962.84,1354.49,1517.86,1480.6,1538.69,1599.43,1463.55,1236.05,1333.7,1375.9,1413.08,1837.15,1614.18,1580.92,1668.35
"200084_at",3094.03,3142.17,4319.7,2828.87,2610.4,3619.2,3804.58,3074.35,2706.72,3137.38,3307.72,3210.43,2824.67,2985.62,2896.23,2609.47,3355.15,2809.64,2852.64,2737.11,2504.89
"200085_s_at",1849.62,2778.33,2423.11,1433.12,1715.14,1695.98,1990.85,2251.23,2091.1,2196.36,3032.53,2362.14,2437.27,1956.11,2204.1,1556.21,1780.66,2227.51,2019.85,1880.39,1911.14
"200086_s_at",3426.97,3431.91,4718.68,2175.44,2984.15,2839.41,3390.92,3702.14,3067.16,3531.12,4395.07,3964.79,3234.77,2905.62,3159.57,2769.31,2396.43,4035.94,3434.8,3141.46,2430.7
"200087_s_at",4238.28,4352.72,4817.78,4373.19,3574.51,3251.36,4009.68,3883.02,2999.34,3947.09,3778.55,3686.93,3627.4,3330.8,4336.84,3555.98,5005.35,3606.6,2206.9,2533.87,2274.09
"200088_x_at",17218.3,18346.6,21905.8,13563.5,13598.6,11743.4,14076.9,13281.4,13386.3,13283.2,17568.5,14674.7,17026.9,12505.9,13218.4,11571.1,12425.8,14970.3,13545.8,12983.4,15392.2
"200089_s_at",7275.33,6558.16,9106.34,6839.43,4412.86,5042.21,5819.81,5404.27,4852.14,5114.39,6781.06,5047.68,4817.23,5363.28,4611.3,4664.11,6342.08,6063.24,5316.21,5264.24,5485.95
"200090_at",2668.28,2411.07,3684.38,2556.66,2399.27,2630.51,2945.62,2820.1,3063.02,2500.98,3034.97,2771.53,2648.52,3064.94,2516.78,2087.04,2768.75,2737.2,2374.66,2447.62,2033.29
"200091_s_at",6929.51,7560.54,9067.25,5230.3,3810.66,4495.55,5301.93,4783.03,3515.83,4869.28,5056.72,4022.12,4689.93,4377.75,3964.39,3307.35,6114.56,3323.48,3844.03,3799.75,3586.01
"200092_s_at",11514.4,12883.3,15573.9,8661.11,7652.3,7409.99,8916,8303.27,6931.3,7719.14,9723.28,7510.08,8693.38,7748,7922.62,6574.48,9348.41,8293.51,6999.05,7258.93,6996.95
"200093_s_at",2216.32,2209.42,2457.28,1565.53,1577.59,2021.75,1704.89,1977.87,1900.68,1858.39,2332.85,1828.04,2056.19,1577.25,2036.92,1164.57,1722.54,1265.49,1294.26,972.58,1482.1
"200094_s_at",9247.04,8148.94,13074,7415.64,6481.23,6298.73,6301.96,5609.07,6839.18,6561.57,6709.07,6332.44,5401.52,6224.22,4574.34,6717.14,6596.74,11731.3,8846.71,8911.07,7834.1
"200095_x_at",21816.3,21874.8,29821.8,18096.1,16298,13847.3,16161.6,17328,16235,15257.1,20178.1,18042.3,18737.7,15163.6,16521.5,15611.2,17221.5,22867.6,18199.6,17223.4,19157.6
"200096_s_at",3186.44,3611.81,3585.6,3559.15,3357.1,3727.75,3418.47,3681.99,2792.79,3740,3655.69,3613.31,3317.9,3391.18,3726.1,3302.31,3567.39,2918.87,2702.57,2875.17,3029.9
"200097_s_at",3780.63,3754.34,4213.37,4714.36,2594,2538.43,2853.89,2611.09,1840.96,2945.75,2599.08,2609.52,2419.31,2563.58,2829.77,2867.83,5205.1,2584.59,2593.75,2539.79,2292.93
"200098_s_at",2203.59,1683.28,1701.03,1801.16,1501.07,1648.7,1606.43,1846.58,1689.24,1361.41,1862.98,1525.01,1895.09,2561.58,1813.68,1632.28,1784.77,1652.14,1891.21,2197.1,1473.41
"200099_s_at",16858.6,18546.4,22633.2,14635.6,10112.3,9844.11,11580.6,10179.9,9343.13,10994.7,13796.5,12790.9,11503.3,10871.7,11544.5,11304.2,13149.4,12278.2,13317.7,13188.8,14827.5
"200593_s_at",1409.7,969.934,1267.07,2077.75,792.135,570.796,645.922,720.399,800.945,976.761,846.363,927.635,969.533,840.894,697.972,1267.14,2186.37,1096.32,1339.26,1401.61,1220.76
"200594_x_at",4519.73,3751.01,4584.64,6458.52,4761.87,3634.12,4514.18,4886.84,4672.18,5212.46,5648.14,4665.87,4882.89,3815.13,3498.4,3876.45,5431.95,5863.12,5670.24,5459.7,5218.69
"200595_s_at",1818.77,1418.22,1898.37,2698.18,1105.23,1562.67,1486.36,1479.01,1052.98,1364.97,1171.84,1132.77,1142.74,1302.78,1213.86,985.106,2516.51,694.89,675.173,630.216,850.279
"200596_s_at",718.638,806.139,643.244,1158.1,489.06,867.834,799.829,771.434,1047.84,1015.84,1030.66,1327.02,520.284,642.465,463.885,1072.99,1222.8,1276.37,984.9,1102.19,1111.18
"200597_at",519.766,550.003,558.866,673.065,395.329,471.55,474.868,455.782,439.879,370.42,520.056,441.679,528.533,393.972,399.668,255.167,611.573,264.246,286.885,304.634,305.955
"200598_s_at",1221.56,1129.2,1259.16,1857.12,1196.08,903.155,873.598,564.582,378.781,2528.43,284.266,1531.63,403.644,319.073,944.66,2625.12,3017.45,1727.05,1727.94,2372.66,2202.2
"200599_s_at",3846.95,4411.16,5869.18,5596.28,4659.85,3276.14,5582.35,5648.25,3489.32,5424.18,6580.06,5064.23,7173.35,4474.77,9501.99,6720.41,9686.05,4317.36,5048.48,5165.66,5738.43
"200600_at",4825.14,4985.3,3772.72,7260.59,5549.86,4783.37,5161.95,5471.71,4394.15,5899.69,4709.28,4568.74,4881.24,4944.1,4047.57,4744.47,5805.71,4596.46,4393.75,4250.02,4390.82
"200601_at",2090.98,2497.37,1108.63,2291.65,2896.63,2618.44,2040.42,2441.94,2074.9,1946.79,1647.59,1733.59,1350.65,1452.28,885.83,1457.41,1228.99,3324.31,2424.46,2560.41,1741.37
