"gene","GSM1332201","GSM1332202","GSM1332203","GSM1332204","GSM1332205","GSM1332206","GSM1332207","GSM1332208","GSM1332209","GSM1332210","GSM1332221","GSM1332222","GSM1332223","GSM1332224","GSM1332225","GSM1332226","GSM1332227","GSM1332228","GSM1332229","GSM1332230","GSM1337304","GSM1337305","GSM1337306","GSM1337307","GSM1337308","GSM1337309","GSM1337310","GSM1337311","GSM1337312","GSM1337313","GSM1337314","GSM1337315","GSM1337316","GSM1337317","GSM1337318","GSM1337319","GSM1337320","GSM1337321","GSM1337322","GSM1337323","GSM1337324","GSM1337325","GSM1337326","GSM302859","GSM302864","GSM302866","GSM302870","GSM302872","GSM302882","GSM302896","GSM302900","GSM302924","GSM302927","GSM302933","GSM302943","GSM303364","GSM303366","GSM303368","GSM303520","GSM303522","GSM303523","GSM303525","GSM303531","GSM303533"
"DVL3",8.04530406426103,8.478584067267,8.66350018965256,9.07196488396421,9.83284373529644,9.16586969997745,8.88767690085459,9.43787872813753,9.09582695288788,9.574522363002,7.76729697035206,8.58390571300765,9.28974609837213,8.99801437507927,9.0542821817768,8.64742994047807,10.0323383729555,9.28951089642954,9.67400624568386,8.94076795044076,10.329225162663,9.53680888801373,9.24837641569293,9.75035929894857,9.60122884856995,9.73337477495951,9.81934033829309,10.2055033421268,9.97435150048273,9.6946735181123,9.46055544172821,9.89850092774202,9.86716156293192,9.24268187931358,9.49487615293633,9.94907787614606,9.35500612992076,9.87247126277747,9.7412245470828,9.77143923889344,10.2030224699794,9.84164014521673,9.95819760654448,10.329225162663,9.53680888801373,9.24837641569293,9.75035929894857,9.46034910546488,9.89821252465418,9.86683580898789,9.24268187931358,9.49487615293633,9.94907787614606,9.3552049820319,9.87247126277747,9.77143923889344,10.2033828306309,9.84135947250923,9.95796550199433,9.60122884856995,9.81934033829309,10.2055033421268,9.97435150048273,9.69438786408687
"DXO",7.55327462456743,8.51755711815551,7.52273262786672,8.3387402131946,5.44325666307611,7.175797708488,5.6416414861573,7.29906732892444,8.25893021469439,7.3331514153463,7.91610482713035,6.94492882589206,7.21010784716772,7.14189002126172,5.94999861155885,6.94185724010791,5.09233106507509,8.11415987323492,6.67187934134788,7.45493409762366,7.77729990255677,7.25926736209076,7.65862194269013,7.66344536095137,7.13415435546666,8.13099023405361,7.71684062132935,8.12850891042333,8.1991172046758,8.04945656674523,7.65202231442553,7.35624337141649,7.88968055332833,7.5562544871972,7.97985186041296,8.26688767692072,8.63402590057157,8.42583099097052,8.68681842073638,8.70145621278687,7.88892775678559,8.66647425595001,7.82470776780659,7.77749049978937,7.25926736209076,7.65897002410252,7.66344536095137,7.65214325180828,7.35662501942424,7.88942663408083,7.5562544871972,7.97997398343459,8.26688767692072,8.63416035747678,8.42583099097052,8.70145621278687,7.88865261931817,8.66719177666653,7.82451967595684,7.1348629153036,7.7169751681928,8.12850891042333,8.19922901659177,8.04945656674523
"DYM",5.11980458141312,4.79988104769639,3.8260741594413,2.53145488561668,4.6586671445443,6.1321272577022,6.03376094401793,5.94078100471187,5.38754872722226,5.43210449694666,3.82378709782311,2.42194608582909,5.53049654569656,5.58897015805457,5.12780121268023,5.3183643820304,5.89407292667664,6.3367584652981,5.35479742425608,5.05482963885053,6.01137332410422,6.4741017834535,6.44004211099648,6.93460998580433,7.18380362800014,5.68004065490476,3.19687805117327,6.18159303283809,5.10017243679778,5.44915770372003,1.98104072476863,3.92961487188269,4.94941816753891,5.21872632537587,5.08758855075607,4.93171767728987,5.73830468313408,4.82184479765503,6.34004109337245,6.69525668093219,6.84466950520692,6.69486421696504,4.78624630884909,6.0122526377955,6.47421267147598,6.44042619508882,6.93436206456065,1.97650359194374,3.93271196874286,4.94988045523951,5.21768621245399,5.08677052341792,4.93323175302849,5.73811935227455,4.82029676684574,6.69538430546224,6.84403181475117,6.69455487975725,4.78624630884909,7.18364047901596,3.19733824201018,6.18159303283809,5.09942857764815,5.44915770372003
"DYNC1H1",9.78004017331336,9.77166361004928,10.0062767078596,10.1830239988699,9.19191079716694,9.12831086810058,9.28558140744646,9.11845113487922,9.49013716106759,9.25757939542925,9.82098006295728,9.3926339886817,10.2094382174498,10.1796473855685,9.19298618849848,9.27588446388414,9.6768876373436,9.27944192370063,10.0027935625877,9.16554204568585,10.7454893523225,10.6707525870379,10.3253740020661,9.68363075350971,10.0863410544555,10.1804894912511,11.0084037632817,10.7804847346584,10.939709379476,10.8130617837023,10.8709506502946,10.7804847346584,10.6061886760564,10.8373907849186,10.9291609415789,10.4202511401338,10.5439769675402,10.4898623624936,10.7454893523225,10.3060540801164,10.8458226164928,10.2997378623789,10.7427378611045,10.7454893523225,10.6712391641762,10.3257111868537,9.68363075350971,10.8709506502946,10.7804847346584,10.6061886760564,10.8373907849186,10.9291609415789,10.4202511401338,10.5439769675402,10.4902736812469,10.3060540801164,10.8458226164928,10.2997378623789,10.7431631139408,10.0863410544555,11.0084037632817,10.7804847346584,10.939709379476,10.8130617837023
"DYNC1I1",7.37998046766956,7.46888490583152,7.68394372486309,7.30777732428469,6.2232364077603,7.80520958359578,6.90451602124499,7.07491984474076,7.62834492386621,6.86606724367817,7.12728214372173,6.57178988434411,5.98293857617169,6.4330221255692,6.10935304222007,6.84348528818257,7.07475586835053,6.87973212426426,6.54262710089883,6.34566843679288,7.63174116537106,7.67293778338096,6.82919476387229,6.83625372209689,6.97417411729512,7.5714555254974,7.38533550165054,7.09197502632286,7.11934369650649,7.16479312856851,6.866495261216,7.15172307934629,6.87478753689192,6.45830969130858,7.61156792526775,6.68363330332905,6.92168017413079,6.89860552801626,7.21445933721239,6.61603738724711,6.75155002944182,6.94836769623992,5.85306841999959,7.63195337126109,7.67293778338096,6.82997354137418,6.83636037112803,6.86606724367817,7.15183238039837,6.87461195217591,6.45843356262561,7.61156792526775,6.68378731650637,6.92136682462514,6.89892910790019,6.61595886603743,6.75138612249064,6.94879053578998,5.85306841999959,6.97427455907458,7.38519994962762,7.09213443989127,7.11921074656684,7.16479312856851
"DYNC1I2",10.7986477313474,10.8320460278781,11.0735405773828,10.4319882539075,9.82818506048996,10.9754750612493,10.5657095367337,10.1551497015322,10.7376286226924,10.81074440794,9.46970305714415,10.9219290554334,10.6561628344324,10.4684926280376,10.6299204956649,11.0500017850775,10.8304239061456,10.707839430014,10.9407671483995,10.8130617837023,11.0241795946161,10.8959141336,10.9522614593369,10.4146209035155,10.6840529717994,11.2003608422604,11.0550849474787,10.7705001009295,10.8112930546081,10.6157188846252,11.3143333162921,11.7398886284474,11.2147305773315,11.3130427966646,11.3990732002193,11.2595745086403,10.8420524722642,10.9901985051065,11.133307192854,10.9754750612493,11.4729367903756,10.9577452429714,10.9464406218874,11.0241795946161,10.8959141336,10.9522614593369,10.4146209035155,11.3143333162921,11.7398886284474,11.2147305773315,11.3130427966646,11.3990732002193,11.2595745086403,10.8420524722642,10.9901985051065,10.9754750612493,11.4729367903756,10.9577452429714,10.9464406218874,10.6840529717994,11.0550849474787,10.7705001009295,10.81074440794,10.6157188846252
"DYNC1LI1",8.93268404045795,8.5215908907471,8.59562829632894,7.94535985753121,7.90827281574661,8.59306678650965,7.96710000718388,7.34678999389384,8.50686925903922,8.3248244330997,8.32703646053054,8.78319564085694,8.06062054367529,7.48720683273415,7.92346525675215,8.12402896652473,8.25815435802989,8.41571234156982,7.94726934151374,8.17782532880558,7.93743564042336,8.04508415495515,8.3198894062769,8.75315805052041,8.50598712296856,9.04369179782172,8.10773073946855,7.96109599740274,7.88145396247319,7.87170518424404,8.09423146154935,8.87711213691115,8.34163922823591,8.44890046014427,8.86746816282017,8.24395465582549,8.76391384271702,8.30914895442413,8.31342280625428,7.64566808654453,8.60706382636499,8.25754280013657,8.16432402896275,7.93753715665883,8.04486386560169,8.3198894062769,8.75344989962897,8.09410325795754,8.87729964881567,8.34134414681823,8.44879851263457,8.86746816282017,8.24395465582549,8.76391384271702,8.30932588450232,7.6454703818163,8.60687670478462,8.25765826838924,8.16410907133027,8.50598712296856,8.10761126874302,7.9613834042813,7.88130139458707,7.87154417905497
"DYNC1LI2",10.1468594137755,10.0689719398631,10.505149477508,10.0666164869649,10.2783849096098,10.0588864401305,9.9698014597046,10.2371352246311,10.111000335113,10.2078809857032,10.6015180846275,9.64863780863928,9.78821311540471,9.76276573190998,9.98355875205254,9.75083288042553,9.94842471766265,9.83476747197613,10.2727478347674,9.81102212106457,9.36258542465763,9.66408547071176,9.3770585337595,8.81109469693735,9.0678198464832,10.0919197841748,10.00985951608,9.87590694268876,10.1006658938664,9.54723560972368,9.25516794523985,9.65058215815309,9.361340523806,9.28453110738764,9.84401881461667,9.68661357129379,8.28463859951633,9.68265823365094,9.68698463133601,8.77136683339615,8.87358069057884,9.14045214511955,9.83284373529644,9.36258542465763,9.66408547071176,9.3770585337595,8.81109469693735,9.25516794523985,9.65058215815309,9.36152518812241,9.28453110738764,9.84401881461667,9.68661357129379,8.28447624040708,9.68265823365094,8.77136683339615,8.87358069057884,9.14045214511955,9.83248921631147,9.0679653139427,10.00985951608,9.87590694268876,10.1006658938664,9.54723560972368
"DYNC2H1",8.01635514335956,7.95257832271961,8.40615403279765,8.02076135424455,8.07976959931793,8.87438866895844,6.81771630383814,8.21744404251853,8.11999142277702,7.67968802641462,7.33362939282033,7.341637775194,6.66334251937798,7.73891422712448,7.42512688112096,8.56063094289633,6.69361595517551,7.60328659028452,7.0894260343028,7.81809398147203,8.63905495181672,8.05897147847799,8.50427512054462,6.6964385045246,7.11431630812314,7.70972570105899,7.89373136552661,7.63971239783857,8.11282945562155,8.1653342758802,7.72710795685258,8.26762263843498,8.41212165761059,8.53957470782046,8.04287721585357,7.69849671758459,7.51510150083747,7.47417111065192,7.45185868731204,8.54767511230219,8.499150163383,8.16211987466328,7.52458891267527,8.63914705016122,8.05897147847799,8.50427512054462,6.6959868924322,7.72723521873623,8.26747931339692,8.41186624036891,8.53942797719816,8.04302789120166,7.69849671758459,7.51450212409987,7.473994162085,8.54752894099432,8.49925583655991,8.16201492671932,7.52485890090007,7.1147847532046,7.89373136552661,7.63954066800021,8.11293486715196,8.16545236561952
"DYNC2LI1",7.36690390626577,8.03934310214394,8.03415889320918,7.74791309786829,6.48247609829976,8.0851552847653,5.82325142028018,6.67051952162734,8.08407445375887,5.78600662395352,7.11118202711824,6.94008893800267,5.08893452462824,6.63902595743664,6.2809237411565,7.75806197500494,6.5653165578768,6.60003174089412,5.12277796460882,6.92824841967765,7.76149118014415,7.40530114827446,7.40759319553043,4.9949821067126,5.5026498427053,6.68099483121169,6.95074408778171,6.32666529744096,6.62837316479485,6.83656512866554,6.56013416295183,7.31995373086823,6.66442869183241,7.05422136125337,7.33215270131365,7.29714455217949,6.44017208524366,6.62700543272612,7.11067892605711,6.51566556500061,8.08822550354615,6.84738718547958,6.05083535794312,7.76161531062292,7.40571623885602,7.40759319553043,4.9949821067126,6.55964585999968,7.31995373086823,6.66400018698785,7.05373911886637,7.33172105128334,7.29748072218211,6.44017208524366,6.62737936658802,6.51463589049173,8.08836730321346,6.84738718547958,6.05092826969331,5.5040627358294,6.95105515725909,6.32683067996245,6.62796739839791,6.83636037112803
"DYNLL1",11.7365511568753,11.3130427966646,11.93303840567,11.5704439569502,10.3944145234573,11.150515898048,11.5200271119236,10.939709379476,10.9863206353562,11.7039243672647,12.4355554064425,12.0736460942697,11.8608537644526,11.7269550996578,11.6530331704651,11.999265417939,12.1119965686867,11.9776954756141,12.0672670671491,12.0348602844998,11.7377756003435,10.7655767010339,11.6828815252084,11.3785229509726,11.8702392375816,11.1607395596567,11.373176073441,11.2678807126894,11.4828289566187,11.3518940615889,11.7856575277709,11.8091987701738,12.0791490931612,11.9277126660105,11.7639962765375,11.3037361363608,11.2761169588614,11.0588123561236,11.6228073173783,11.8608537644526,11.9227995456677,11.6462591823683,11.3999354532924,11.7377756003435,10.7660988941688,11.6828815252084,11.3785229509726,11.7856575277709,11.8091987701738,12.0791490931612,11.9277126660105,11.7639962765375,11.3037361363608,11.2761169588614,11.0588123561236,11.8608537644526,11.9227995456677,11.6462591823683,11.4007977063655,11.8702392375816,11.373176073441,11.2678807126894,11.4828289566187,11.3518940615889
"DYNLRB1",11.4764632882287,10.7874079766914,11.1787429487463,10.9015463480951,10.9889690503607,10.1429845403074,11.1404386662071,10.1785325960909,11.0684802718982,11.293496418124,11.6921447479564,10.7394846377111,10.908303501376,10.682904927259,10.6444538170015,10.3972624605004,11.1378396271687,10.6633101216411,10.4384780557026,10.848017826805,10.2882203739104,10.6607858779651,10.494537811002,10.1020635280585,10.4244416658596,10.5190785911752,10.8678836833471,10.7825256278044,10.6175241435761,10.398731613722,10.5915370864788,11.218601122916,10.3323785512339,10.7391139469238,11.3324861513186,10.8946776487682,10.329225162663,10.7705001009295,9.98680179767315,9.95972286223709,10.1704456564788,9.92377682088707,10.5897564087981,10.2882203739104,10.6607858779651,10.494537811002,10.1020635280585,10.5915370864788,11.218601122916,10.3323785512339,10.7387432561364,11.3317292674258,10.8946776487682,10.329225162663,10.7705001009295,9.95972286223709,10.1704456564788,9.92377682088707,10.5897564087981,10.4244416658596,10.8678836833471,10.7825256278044,10.6175241435761,10.398731613722
"DYNLT1",10.4518159457235,10.5745030773848,10.0232274668168,10.4879055278325,10.388999289353,10.5122014091056,10.3205549452162,10.6625785896492,10.2816659401961,10.6024167270169,9.96231361795068,10.5295391914906,10.864446125754,11.0174955555893,11.0390577274527,10.9557423441337,10.7144384380014,10.7619233227244,10.5779554952231,11.1529570815965,11.180035539543,10.7838387705041,10.5088108719962,10.7769934366016,10.3953319435196,10.3260447446093,10.576090919978,10.5021597104473,10.5599264524046,10.7230617818441,10.8330947307849,10.664602982773,10.9912223981539,11.0843932125014,10.5952370986023,10.963013329977,10.889503840334,10.8610845812537,11.2082296303315,11.0523974084531,10.8085911333868,11.030482473273,10.6516387655998,11.180035539543,10.7838387705041,10.5088108719962,10.7769934366016,10.8330947307849,10.664602982773,10.9912223981539,11.0843932125014,10.5952370986023,10.963013329977,10.889503840334,10.8610845812537,11.0523974084531,10.8085911333868,11.030482473273,10.6516387655998,10.3953319435196,10.576090919978,10.5026304926386,10.5599264524046,10.7230617818441
"DYNLT3",9.59028804835438,10.9882996610832,10.7102256190007,10.3944145234573,10.41324579763,10.760203471427,10.2816659401961,10.3811612640511,10.7789716313402,10.0942263099808,10.0405193538255,9.95200461630295,9.821750203216,9.61460307422821,9.73650540226848,9.96588431024702,9.78084256803169,9.76368313585677,9.53440917506931,9.93313666547523,9.87912725936718,9.93368783217649,10.0753767366288,9.71689159352315,10.1672492975042,10.2640090939034,10.0689719398631,9.71546290248232,9.79992183984916,10.1306945258108,10.0412220542593,10.1749794116341,9.49857634153554,10.0175965705013,10.2181674916874,9.42497498520575,8.94487704754951,9.54961893029116,9.44568738430724,9.05892655003297,10.2691257067308,9.36767036525293,10.1901468099786,9.87912725936718,9.93368783217649,10.0753767366288,9.71689159352315,10.0412220542593,10.1749794116341,9.49857634153554,10.0173018129952,10.2181674916874,9.42497498520575,8.94487704754951,9.54961893029116,9.05909586093965,10.2691257067308,9.36785831320639,10.1901468099786,10.1672492975042,10.0689719398631,9.71546290248232,9.79992183984916,10.1306945258108
"DYRK1A",10.249995116743,10.403327681608,10.6395135147308,10.5026304926386,10.7815434927143,11.1753404220602,9.9300939307794,10.2259320380594,10.4052668888207,10.4886950038904,9.1218287851866,10.4614289929452,10.3872250709076,10.397889491389,10.1242658132927,10.4854725331738,9.49964501776634,10.2663705821096,10.3668936879843,9.87183039199531,10.3787547642899,10.6553975199996,10.3236115239156,10.4047203476095,10.1688639149063,10.5214155195524,10.1151778762384,10.295230128645,10.2572278373783,10.1239192695874,10.5690447033495,10.6910710026964,10.2864868698057,10.7230617818441,10.3528735955184,10.5094865609044,11.0795979804629,10.5890220577637,11.018853695129,10.3717889534677,10.5172602354634,10.2252761554003,9.85281563914993,10.3787547642899,10.6553975199996,10.3236115239156,10.4047203476095,10.5690447033495,10.6910710026964,10.2864868698057,10.7230617818441,10.3532883456916,10.5094865609044,11.0795979804629,10.5890220577637,10.3717889534677,10.5172602354634,10.2252761554003,9.85281563914993,10.1688639149063,10.1151778762384,10.295230128645,10.2572278373783,10.1239192695874
"DYRK1B",3.68259416733138,5.1125889609667,5.22570113737623,5.26474754154628,4.70757262952891,2.99343717716392,3.19677789230872,3.6352070500732,5.2052038203776,2.92395397882826,4.73504686556099,3.55108698973684,2.74522501550258,4.62788657208021,3.55599244235761,3.27641307793577,3.2685296390182,3.68134565496761,4.88301429030796,3.48083210663227,5.02219505546627,6.63687842661496,4.76676201465703,5.53344586883474,4.59573196206496,6.05743851993727,4.87678430071123,6.83846743182085,6.93886955575938,6.54564913277196,5.67685194238891,5.9200489776581,5.28426118520787,6.58783904964368,6.11162605737846,5.99605836027136,5.9893954724322,6.03376094401793,5.21963250700485,3.49224192911105,5.14927957409444,3.33039899577151,4.16296000342523,5.02197961893006,6.63644304030842,4.76742481293461,5.534093378843,5.67636376337839,5.92042828218921,5.28449288349885,6.58783904964368,6.11122745887132,5.9969663651544,5.98926163616958,6.03361757754318,3.4917178979957,5.14911765976838,3.336143067893,4.16408800616253,4.59509100096419,4.8787691391066,6.83864503159323,6.93886955575938,6.54545231657797
"DYRK2",8.05971379113893,8.16918069229426,8.04420373240187,8.07817785424576,8.38470138930119,8.46840591859743,5.88259801922022,8.08651691383413,7.12518898698885,6.71831287150021,8.18364177533151,8.602212936262,8.34379201754968,7.34427068972792,7.570187282227,7.65000262696769,7.61144801410662,7.95514391877046,7.52257880751146,6.99030989977223,7.7888963619887,8.35655101360745,7.43553114405984,7.09402171145218,7.32358689214152,7.15552606869272,8.51873558627943,7.94708972940683,7.77520339892605,7.52985813704539,8.50167747534641,8.6639508553739,7.89577000387151,7.7550265652463,8.2147560643239,8.21217080571383,8.25980671158234,8.05175873081665,7.62739744908353,7.71585369951225,7.83384344414556,7.32316977826154,7.99988155675004,7.78859298597419,8.35655101360745,7.43553114405984,7.0942215440981,8.50167747534641,8.6639508553739,7.89623926957551,7.75494017622043,8.21450496353655,8.21191195174969,8.25999490359709,8.05186680755728,7.71533238930907,7.83384344414556,7.32328109569618,7.99975099588363,7.32387322713165,8.51873558627943,7.94691011729993,7.77520339892605,7.52985813704539
"DYRK3",7.56833808905159,7.74699923598429,7.91805922037125,8.13459593452373,8.70526488731173,8.09619309568916,8.35092122183905,9.09474783715219,7.0980253176471,5.65097471511106,6.9830898094129,7.87198206382235,6.37440858486694,5.29338059106744,4.74481986323511,6.97217946367334,6.21127563018494,5.47047411329459,6.53681145646049,5.11786191350383,7.95310974221901,6.55463932984691,7.24377559729582,7.28109631363321,6.55833437859586,6.84417119804744,6.92734261716539,6.70569663285329,6.3583325067752,7.27091247178723,6.01286390387793,6.67194484865227,5.74993555321058,6.48273021373548,6.38693502493189,7.17991772370227,6.21850751096747,6.68231679229502,6.77059453786346,5.79529575750709,6.52900045702564,6.59984709211826,6.61254961557395,7.95310974221901,6.55445041891397,7.2442222007477,7.28097091014041,6.01246576423672,6.67156062231953,5.74993555321058,6.48247609829976,6.38724798777554,7.17991772370227,6.21817586270776,6.68231679229502,5.79401778995914,6.52940163520931,6.59966244334239,6.61270782302293,6.55810884861532,6.92734261716539,6.70569663285329,6.35801752844833,7.27077569957594
"DYRK4",7.97002820518815,6.42586888981091,6.51033740069907,4.97467242535282,7.60007485068735,7.46989531538205,7.83004755470234,6.79779962072733,7.6108365976389,5.34698925854214,6.85336332643508,5.54019179402035,4.39252976820899,4.62788657208021,8.02819623486236,8.53829970023169,8.0621241269515,8.07203131951355,6.98657117069822,8.36002504161737,7.90785528418227,7.58177519082711,7.17427800436129,7.62748678573559,6.30011367198087,7.58460859707635,8.20975132271117,7.95218256491858,8.1123938087231,7.56137196421837,7.96470118376227,7.69876453005879,7.77861754487328,8.20749053799594,7.55377128035482,7.88397107327025,8.40615403279765,8.27972029271781,8.42266884162484,8.1003136643398,8.05781790227473,7.9179497338424,6.65874928336672,7.90770045921081,7.58137987984159,7.17408877952601,7.62748678573559,7.96470118376227,7.6986816059564,7.77861754487328,8.20764163823792,7.55355813694901,7.88397107327025,8.40603402008499,8.27972029271781,8.1003136643398,8.05781790227473,7.91805922037125,6.65857205833625,6.30011367198087,8.20975132271117,7.95218256491858,8.11225588428132,7.56137196421837
"DYSF",6.84757692488534,7.30862031444225,7.19839795835636,7.73779853078777,8.45376260643051,8.11310442243369,8.82787776113953,8.57626736039563,8.13212329620778,8.14047196123564,9.09169837611752,8.50413819300024,9.1112270068666,8.98507705901314,9.16182618392961,7.67556409883613,9.3162004942297,9.23178195066674,8.9219032344423,9.37165096618167,9.19660924451299,7.88551966711811,8.65186892623895,9.87670011782805,8.9307799410116,7.06680733673096,8.97073023698398,7.83479150486885,8.22723518841168,8.3148508187342,9.63993838011016,8.91821813243651,9.24818224336956,8.54520374366331,7.94435954957662,9.31423370933394,7.94320132128686,9.1709830111127,8.10830408035607,9.13167114611398,8.69811390286699,8.83108959847314,9.05859399941773,9.19642672178308,7.88513244095352,8.65224994364391,9.87670011782805,9.63993838011016,8.91821813243651,9.24837641569293,8.54520374366331,7.94389330761845,9.31439573204812,7.94320132128686,9.1709830111127,9.13167114611398,8.69774898396394,8.83095946273347,9.05875723912629,8.93093580672002,8.97045040590532,7.83492999846783,8.22759299350678,8.31501300829616
"DZANK1",6.56097106480494,5.72818389458773,6.75312476155162,4.56647650782808,5.52829830176169,7.19733601935456,6.35707692876066,4.98628435492537,4.5741687708272,5.76645091441494,7.09579748033518,5.9423444698684,5.43169718709907,5.86372698589419,4.93186373851077,7.47889387454893,4.93409864846414,6.05787991926162,4.68129419323015,5.0975489609698,6.25943733711008,5.95420331519423,6.2790564344957,5.89793933904775,4.33202477514437,5.15919930226159,5.56076961049146,5.83893437584307,6.18551684852697,5.49831400840863,6.46752175857765,5.95732974469814,5.47299314973843,5.47418795169251,6.25856929668944,5.68273054661492,6.20468192280143,6.47999552482692,6.1058857919834,5.88329405393898,6.81405451801973,6.07751123896183,6.14770222377567,6.2592544302758,5.95446956060361,6.27850731521626,5.89739922410715,6.46785625287339,5.95828233156933,5.47299314973843,5.47418795169251,6.25771377892337,5.68273054661492,6.2045527261555,6.48053444989499,5.88329405393898,6.81423949692944,6.07734934069353,6.14770222377567,4.3309157531548,5.5628994326445,5.83914910560997,6.18585417481518,5.49772717065578
"DZIP1",7.93173974514172,7.65231012679018,6.57715779673394,7.33240762275752,7.24801679845595,7.38533550165054,7.00861359533703,7.606706147818,6.6207604961983,7.22067585546941,7.75074163784078,7.56267478160395,7.80824358278469,7.43303376963618,5.8374487821671,6.71121075342943,6.60175997810285,6.32973654212265,7.11965975674507,6.60480430945834,8.47381057406812,7.75748214313071,7.84121457647873,7.92465563377611,7.9024622272702,7.94225246895535,7.88551966711811,8.147208702544,8.44862874072795,7.91277175294519,8.02702631251331,8.05431636291634,7.82971088575011,7.42634465932915,7.92660056761629,7.86399978388727,7.61184842043145,7.76028920217844,7.91460719561446,8.15623764028171,8.27848746243391,7.369877391606,8.1123938087231,8.47398947194858,7.75769033354134,7.84105946099852,7.92465563377611,8.02702631251331,8.0544301723215,7.82971088575011,7.42634465932915,7.9264823862176,7.86385137778557,7.61184842043145,7.7600667530561,8.15639536531296,8.27866066935604,7.36974912053098,8.11253173316489,7.90258035863744,7.88564686709498,8.14735434075986,8.44845896882132,7.91277175294519
"DZIP3",7.54369321067895,7.06237003459993,7.55056151728868,7.03650525893966,5.9672074946324,7.63866062650228,6.37039950281658,7.68068842019245,6.98982252938093,7.60242463318499,7.52595617471188,7.8058824203807,7.09816962201898,7.79358742459897,7.42697017969845,8.0777156001897,7.30452894415475,7.19110313446885,7.71026557070103,7.42968837697712,7.90234409590296,7.69378326365045,8.05079376650584,5.95392457867673,7.07588419052442,6.65857205833625,7.40048820389817,6.84388714411549,7.21799826942741,7.338008592857,7.59844657235811,7.3587361608871,7.96348659387926,7.58555197917257,7.71115181726082,7.5361488463019,7.76091417358541,7.48207979035369,7.90722474337781,7.92143759641189,7.64971005590847,7.93733412418788,7.12878534111944,7.90258035863744,7.6939124169165,8.05079376650584,5.95219506168861,7.59833963037603,7.35838361305844,7.96358857502321,7.58539092220089,7.71122892947065,7.53646865311522,7.7610387156314,7.48207979035369,7.92143759641189,7.64983956156528,7.9370729997817,7.12878534111944,7.07572745282107,7.40078997728862,6.84374247347981,7.21775415632718,7.33816322852427
"E2F1",6.43422886387093,6.84645991247318,7.23770730758139,6.7546599015337,7.6077781916849,6.7799317649715,7.40155507526522,7.28881886407155,7.05806296436398,6.88418980313417,7.55451696017593,6.85595961207119,6.70028312813246,6.58744842494735,7.87671006367982,7.17319158463133,7.44953511295024,6.89732181871086,7.21914200254593,7.23537729397609,5.90207650059567,6.19153863002517,6.43834495084649,6.5744936139492,6.7686980430745,5.85127793921146,6.26626206471447,6.32468198124108,6.22091918485682,6.83918953014374,7.08493602569598,6.4355418035642,6.99480840180697,6.83990833626363,6.3714836985559,6.02521378921221,6.3472581867967,6.62477903578727,6.37365040942814,7.20706285144745,5.68805069420215,6.11920824460692,6.78456473725225,5.90207650059567,6.1919653024196,6.43781109845288,6.57385936921729,7.08519719924259,6.43532305403981,6.99435022437336,6.84012063427573,6.3714836985559,6.02480747052029,6.34648874333088,6.62492196761258,7.20720199213152,5.68965168327884,6.11836733432651,6.78490543190228,6.76841097578614,6.26614360656449,6.32508651213768,6.22131075752334,6.83953300133764
"E2F2",3.38398429809366,3.27427501380705,3.18826558545856,3.62204304126307,3.74290407509573,3.52290405452211,4.77472203080968,4.4152564549411,4.43868750520303,2.84072376159771,2.66546808739771,3.72671185820705,3.36262297524237,3.82567437753195,5.42240938044948,4.084591725746,4.59530472641894,4.98527028788118,2.7089566910706,4.74938140495643,3.3843307836398,5.24299201040662,3.64205233024852,2.99201270325509,5.04560693162395,3.44195326783973,3.412455375068,2.39351294184401,2.67472579680767,3.79390441995171,2.75236353488751,3.92181114513086,2.48994410434195,4.89330623615518,2.61456644691104,2.85922261489323,1.7058619218378,4.94501424614958,3.11275079234487,2.15934931142958,3.36559724111706,3.44913209484772,3.41553692072345,3.37982846724145,5.24312563911137,3.64351467653842,2.99343717716392,2.75051893348333,3.91904326225485,2.49309656077556,4.89423478148125,2.6065156660469,2.85922261489323,1.71002386678871,4.94582382117576,2.15248330749007,3.36889250652303,3.4489426491212,3.41731502488076,5.04599936948593,3.41318971195047,2.38889340122188,2.67095728200883,3.79119895697368
"E2F3",8.80712328187233,8.60282217376353,8.62607331945267,7.33240762275752,4.57707838290979,7.98214169765277,6.80002601134969,7.30100131319609,8.13639072061305,7.43416293126025,7.68045712684388,8.16276930614025,6.93886955575938,7.65588479313404,7.79692745147596,7.99059067368519,7.57068896816481,8.02380046719808,7.62010334475972,7.81198641289773,8.06977653406895,7.92285480856726,7.63195337126109,8.76595928380205,8.66920522168031,7.43885576619195,7.91996232772744,7.68444768886519,7.7948379046176,7.77918128557851,7.64815102300482,7.65247700177207,7.84819899764146,8.26267783408234,7.11118202711824,7.73902602069109,7.5454537913414,7.47117212012137,7.60898063587812,7.49050843184539,7.58177519082711,7.51052863499088,7.9263238132673,8.06986436531825,7.922699510793,7.63195337126109,8.76595928380205,7.64803655561779,7.65247700177207,7.84835834757741,8.26280942826607,7.11106993890498,7.73880243355786,7.54561386479989,7.47117212012137,7.49050843184539,7.58177519082711,7.51052863499088,7.9264823862176,8.66935415426475,7.92010354428149,7.68476020907148,7.79498463624737,7.77918128557851
